Instance,StratType,Token1,Token2,Token3,SingleOrderLot,MaxPositionLot,Spread,Reserved1,Reserved2,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,SymbolName,StrikePrice,Expiry
2,1,35270,39302,39301,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2450000,CURRENT_MONTH
2,2,35270,39302,39301,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2450000,CURRENT_MONTH
2,1,35270,37991,37982,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2460000,CURRENT_MONTH
2,2,35270,37991,37982,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2460000,CURRENT_MONTH
2,1,35270,37997,37996,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2470000,CURRENT_MONTH
2,2,35270,37997,37996,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2470000,CURRENT_MONTH
2,1,35270,37999,37998,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2480000,CURRENT_MONTH
2,2,35270,37999,37998,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2480000,CURRENT_MONTH
2,1,35270,37153,37152,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2490000,CURRENT_MONTH
2,2,35270,37153,37152,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2490000,CURRENT_MONTH
2,1,35270,37156,37155,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2500000,CURRENT_MONTH
2,2,35270,37156,37155,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2500000,CURRENT_MONTH
2,1,35270,36781,36780,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2510000,CURRENT_MONTH
2,2,35270,36781,36780,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2510000,CURRENT_MONTH
2,1,35270,36783,36782,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2520000,CURRENT_MONTH
2,2,35270,36783,36782,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2520000,CURRENT_MONTH
2,1,35270,50445,50444,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2530000,CURRENT_MONTH
2,2,35270,50445,50444,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2530000,CURRENT_MONTH
2,1,35270,50448,50447,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2540000,CURRENT_MONTH
2,2,35270,50448,50447,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2540000,CURRENT_MONTH
2,1,35270,50450,50449,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2550000,CURRENT_MONTH
2,2,35270,50450,50449,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2550000,CURRENT_MONTH
2,1,35270,50453,50452,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2560000,CURRENT_MONTH
2,2,35270,50453,50452,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2560000,CURRENT_MONTH
2,1,35270,50481,50480,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2570000,CURRENT_MONTH
2,2,35270,50481,50480,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2570000,CURRENT_MONTH
2,1,35270,50485,50484,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2580000,CURRENT_MONTH
2,2,35270,50485,50484,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2580000,CURRENT_MONTH
2,1,35270,50496,50487,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2590000,CURRENT_MONTH
2,2,35270,50496,50487,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2590000,CURRENT_MONTH
2,1,35270,50500,50499,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2600000,CURRENT_MONTH
2,2,35270,50500,50499,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2600000,CURRENT_MONTH
