Instance,StratType,Token1,Token2,Token3,SingleOrderLot,MaxPositionLot,Spread,Reserved1,Reserved2,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,SymbolName,StrikePrice,Expiry
1,1,48194,48920,48918,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2240000,CURRENT_MONTH
1,2,48194,48920,48918,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2240000,CURRENT_MONTH
1,1,48194,48926,48921,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2250000,CURRENT_MONTH
1,2,48194,48926,48921,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2250000,CURRENT_MONTH
1,1,48194,48931,48927,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2260000,CURRENT_MONTH
1,2,48194,48931,48927,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2260000,CURRENT_MONTH
1,1,48194,48935,48932,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2270000,CURRENT_MONTH
1,2,48194,48935,48932,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2270000,CURRENT_MONTH
1,1,48194,48937,48936,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2280000,CURRENT_MONTH
1,2,48194,48937,48936,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2280000,CURRENT_MONTH
1,1,48194,48949,48948,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2290000,CURRENT_MONTH
1,2,48194,48949,48948,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2290000,CURRENT_MONTH
1,1,48194,48961,48956,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2300000,CURRENT_MONTH
1,2,48194,48961,48956,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2300000,CURRENT_MONTH
1,1,48194,48963,48962,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2310000,CURRENT_MONTH
1,2,48194,48963,48962,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2310000,CURRENT_MONTH
1,1,48194,48993,48992,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2320000,CURRENT_MONTH
1,2,48194,48993,48992,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2320000,CURRENT_MONTH
1,1,48194,48995,48994,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2330000,CURRENT_MONTH
1,2,48194,48995,48994,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2330000,CURRENT_MONTH
1,1,48194,48999,48996,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2340000,CURRENT_MONTH
1,2,48194,48999,48996,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2340000,CURRENT_MONTH
1,1,48194,49007,49000,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2350000,CURRENT_MONTH
1,2,48194,49007,49000,1,1,2,0,0,0,0,0,0,0,0,BANKNIFTY,2350000,CURRENT_MONTH
1,1,48194,49009,49008,1,1,-1,0,0,0,0,0,0,0,0,BANKNIFTY,2360000,CURRENT_MONTH
